system	type	sample	genome_id	host_genome_id	subtype	gene_count	genes	contig	start	end	evidence_source	notes
25_length=69874_depth=0.98x_Mok_Hok_Sok_13	Mok_Hok_Sok	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	Mok_Hok_Sok	1	25_length=69874_depth=0.98x_56	25_length=69874_depth=0.98x	25_length=69874_depth=0.98x_56	25_length=69874_depth=0.98x_56	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
47_length=16500_depth=0.97x_Other_Type_IV_3	Other_Type_IV	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	Other_Type_IV	1	47_length=16500_depth=0.97x_5	47_length=16500_depth=0.97x	47_length=16500_depth=0.97x_5	47_length=16500_depth=0.97x_5	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
15_length=120074_depth=1.01x_PD-T7-1_9	PD-T7-1	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	PD-T7-1	1	15_length=120074_depth=1.01x_17	15_length=120074_depth=1.01x	15_length=120074_depth=1.01x_17	15_length=120074_depth=1.01x_17	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
27_length=65683_depth=1.12x_DNA_met_RM_Type_II_PDDEXK_15	RM_Type_II	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	DNA_met_RM_Type_II_PDDEXK	2	27_length=65683_depth=1.12x_68,27_length=65683_depth=1.12x_69	27_length=65683_depth=1.12x	27_length=65683_depth=1.12x_68	27_length=65683_depth=1.12x_69	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
57_length=4053_depth=0.97x_Rhea_11	Rhea	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	Rhea	1	57_length=4053_depth=0.97x_3	57_length=4053_depth=0.97x	57_length=4053_depth=0.97x_3	57_length=4053_depth=0.97x_3	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
8_length=233985_depth=0.91x_Rst_3HP_2	Rst_3HP	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	Rst_3HP	3	8_length=233985_depth=0.91x_57,8_length=233985_depth=0.91x_58,8_length=233985_depth=0.91x_59	8_length=233985_depth=0.91x	8_length=233985_depth=0.91x_57	8_length=233985_depth=0.91x_59	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
3_length=344026_depth=1.00x_SDIC3_5	SDIC3	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	SDIC3	3	3_length=344026_depth=1.00x_54,3_length=344026_depth=1.00x_55,3_length=344026_depth=1.00x_56	3_length=344026_depth=1.00x	3_length=344026_depth=1.00x_54	3_length=344026_depth=1.00x_56	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
47_length=16500_depth=0.97x_SDIC3_4	SDIC3	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	phagehostlearn_2024_host_CU402	SDIC3	4	47_length=16500_depth=0.97x_14,47_length=16500_depth=0.97x_15,47_length=16500_depth=0.97x_16,47_length=16500_depth=0.97x_17	47_length=16500_depth=0.97x	47_length=16500_depth=0.97x_14	47_length=16500_depth=0.97x_17	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
14_length=129256_depth=1.04x_AbiE_1	AbiE	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	AbiE	2	14_length=129256_depth=1.04x_25,14_length=129256_depth=1.04x_26	14_length=129256_depth=1.04x	14_length=129256_depth=1.04x_25	14_length=129256_depth=1.04x_26	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
25_length=85361_depth=0.93x_AbiU_2	AbiU	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	AbiU	1	25_length=85361_depth=0.93x_82	25_length=85361_depth=0.93x	25_length=85361_depth=0.93x_82	25_length=85361_depth=0.93x_82	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
17_length=118712_depth=1.22x_CAS_Class1-Subtype-IV-A_14	Cas	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	CAS_Class1-Subtype-IV-A	5	17_length=118712_depth=1.22x_135,17_length=118712_depth=1.22x_136,17_length=118712_depth=1.22x_137,17_length=118712_depth=1.22x_138,17_length=118712_depth=1.22x_139	17_length=118712_depth=1.22x	17_length=118712_depth=1.22x_135	17_length=118712_depth=1.22x_139	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=119911_depth=1.06x_DS-24_4	DS-24	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	DS-24	1	16_length=119911_depth=1.06x_85	16_length=119911_depth=1.06x	16_length=119911_depth=1.06x_85	16_length=119911_depth=1.06x_85	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
46_length=7197_depth=1.10x_DS-34_9	DS-34	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	DS-34	2	46_length=7197_depth=1.10x_9,46_length=7197_depth=1.10x_10	46_length=7197_depth=1.10x	46_length=7197_depth=1.10x_9	46_length=7197_depth=1.10x_10	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=119911_depth=1.06x_GAPS1_5	GAPS1	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	GAPS1	1	16_length=119911_depth=1.06x_115	16_length=119911_depth=1.06x	16_length=119911_depth=1.06x_115	16_length=119911_depth=1.06x_115	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
6_length=233985_depth=0.99x_GAPS1_10	GAPS1	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	GAPS1	1	6_length=233985_depth=0.99x_165	6_length=233985_depth=0.99x	6_length=233985_depth=0.99x_165	6_length=233985_depth=0.99x_165	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
28_length=69412_depth=2.28x_Gao_Tmn_3	Gao_Tmn	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	Gao_Tmn	1	28_length=69412_depth=2.28x_7	28_length=69412_depth=2.28x	28_length=69412_depth=2.28x_7	28_length=69412_depth=2.28x_7	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
43_length=12737_depth=1.04x_Other_Type_IV_12	Other_Type_IV	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	Other_Type_IV	1	43_length=12737_depth=1.04x_5	43_length=12737_depth=1.04x	43_length=12737_depth=1.04x_5	43_length=12737_depth=1.04x_5	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
16_length=119911_depth=1.06x_PD-T7-1_6	PD-T7-1	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	PD-T7-1	1	16_length=119911_depth=1.06x_111	16_length=119911_depth=1.06x	16_length=119911_depth=1.06x_111	16_length=119911_depth=1.06x_111	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
17_length=118712_depth=1.22x_DNA_met_RM_Type_II_PDDEXK_13	RM_Type_II	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	DNA_met_RM_Type_II_PDDEXK	2	17_length=118712_depth=1.22x_71,17_length=118712_depth=1.22x_72	17_length=118712_depth=1.22x	17_length=118712_depth=1.22x_71	17_length=118712_depth=1.22x_72	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
6_length=233985_depth=0.99x_Rst_3HP_11	Rst_3HP	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	Rst_3HP	3	6_length=233985_depth=0.99x_177,6_length=233985_depth=0.99x_178,6_length=233985_depth=0.99x_179	6_length=233985_depth=0.99x	6_length=233985_depth=0.99x_177	6_length=233985_depth=0.99x_179	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
51_length=3607_depth=0.95x_SDIC3_7	SDIC3	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	SDIC3	4	51_length=3607_depth=0.95x_1,51_length=3607_depth=0.95x_2,51_length=3607_depth=0.95x_3,51_length=3607_depth=0.95x_4	51_length=3607_depth=0.95x	51_length=3607_depth=0.95x_1	51_length=3607_depth=0.95x_4	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
52_length=3594_depth=0.97x_SDIC3_8	SDIC3	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	phagehostlearn_2024_host_CU406	SDIC3	3	52_length=3594_depth=0.97x_3,52_length=3594_depth=0.97x_4,52_length=3594_depth=0.97x_5	52_length=3594_depth=0.97x	52_length=3594_depth=0.97x_3	52_length=3594_depth=0.97x_5	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
17_length=141204_depth=1.29x_AbiE_5	AbiE	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	AbiE	2	17_length=141204_depth=1.29x_35,17_length=141204_depth=1.29x_36	17_length=141204_depth=1.29x	17_length=141204_depth=1.29x_35	17_length=141204_depth=1.29x_36	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
35_length=35573_depth=1.12x_CBASS_I_TM_12	CBASS	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	CBASS_I_TM	2	35_length=35573_depth=1.12x_3,35_length=35573_depth=1.12x_4	35_length=35573_depth=1.12x	35_length=35573_depth=1.12x_3	35_length=35573_depth=1.12x_4	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
15_length=161215_depth=1.35x_CAS_Class1-Subtype-IV-A_20	Cas	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	CAS_Class1-Subtype-IV-A	5	15_length=161215_depth=1.35x_142,15_length=161215_depth=1.35x_143,15_length=161215_depth=1.35x_144,15_length=161215_depth=1.35x_145,15_length=161215_depth=1.35x_146	15_length=161215_depth=1.35x	15_length=161215_depth=1.35x_142	15_length=161215_depth=1.35x_146	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
43_length=13871_depth=1.35x_CoCoNut_I-A_15	CoCoNut	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	CoCoNut_I-A	2	43_length=13871_depth=1.35x_8,43_length=13871_depth=1.35x_9	43_length=13871_depth=1.35x	43_length=13871_depth=1.35x_8	43_length=13871_depth=1.35x_9	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
4_length=261703_depth=1.00x_DS-19_10	DS-19	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	phagehostlearn_2024_host_CU443	DS-19	1	4_length=261703_depth=1.00x_171	4_length=261703_depth=1.00x	4_length=261703_depth=1.00x_171	4_length=261703_depth=1.00x_171	DefenseFinder Using DefenseFinder version 3.0.0; models defense-finder-models 3.1.0; CasFinder 3.1.0	System-level DefenseFinder call from reviewed PhageHostLearn host archive member; start/end are DefenseFinder protein identifiers, not nucleotide coordinates; spot-test endpoint does not prove productive infection.
